target,method,seed,split_id,n_te,n_pos,n_events,auc,ap,prevalence,lift,brier,brier_skill,auc_within_athlete,n_athletes_with_both,auc_between_athlete,n_athletes_test,thr_calibrated,f1_calibrated,precision_calibrated,recall_calibrated,f1_oracle,event_detection_rate,event_detection_ci
G3,LSTM,2026,17e3da1cb7,13018,123,123,0.6439963810262375,0.01623072709592662,0.009448455984022124,1.7178179295509979,0.06788661133664003,-6.253476481562958,0.6339119749921739,19,0.49473684210526314,24,0.2984220834981974,0.03436682853940979,0.018010963194988253,0.37398373983739835,0.036334913112164295,0.37398373983739835,"(np.float64(0.29350763399946533), np.float64(0.46209305221073693))"
G2,GAT,42,ce96c54db6,12472,130,130,0.6140580008227068,0.02268062520324139,0.01042334830019243,2.1759442887294353,0.0636263767799155,-5.168513263774264,0.6091456791054846,20,0.85,25,0.27151941563326104,0.028391167192429023,0.014962593516209476,0.27692307692307694,0.03135108235879572,0.27692307692307694,"(np.float64(0.2072450335350356), np.float64(0.35940688933498394))"
G2,AthleteRate,4,655af3faaa,12387,130,130,0.5133352370074244,0.010426748367154084,0.010494873657867118,0.9935087078764434,0.3284834237269531,-30.631384069477,0.5,21,0.8809523809523808,25,1.0,0.015551235767842266,0.008066839527513685,0.2153846153846154,0.02444632699987898,0.2153846153846154,"(np.float64(0.15343032935030532), np.float64(0.2936772963804092))"
G1,Transformer,1,19a7caa542,14455,136,136,0.6577105491264179,0.01565279304163473,0.009408509166378415,1.6636847310061031,0.05688111110068164,-5.10313063226457,0.6325724988299136,20,0.8,25,0.2708998840106161,0.03322259136212625,0.017397355601948505,0.36764705882352944,0.033816425120772944,0.36764705882352944,"(np.float64(0.2912843697911778), np.float64(0.45128150474115014))"
G1,AthleteRate,42,f21a84eed0,14442,136,136,0.5467019185697486,0.010446989441640214,0.009416978257859022,1.109378099383588,0.3174502131779271,-33.030879662076714,0.5,20,0.48,25,1.0,0.018765432098765432,0.009708737864077669,0.27941176470588236,0.023804126048515076,0.27941176470588236,"(np.float64(0.2108540606742771), np.float64(0.3600890635462695))"
G1,XGBoost,3,b459cef7c3,14405,136,136,0.5672575884372952,0.013840639488333079,0.009441166261714682,1.4659883222752794,0.09707816609035563,-9.38043712787867,0.5761455910490743,20,0.6499999999999999,25,0.3951438311577891,0.02854230377166157,0.014962593516209476,0.3088235294117647,0.03699897225077081,0.3088235294117647,"(np.float64(0.23732037486900903), np.float64(0.3908303327887981))"
G2,Transformer,42,ce96c54db6,12472,130,130,0.6082784862196626,0.013737768873311336,0.01042334830019243,1.3179804106764537,0.07374111262427002,-6.14912673531126,0.5962926433026621,20,0.79,25,0.31779269604371635,0.026813880126182965,0.014131338320864505,0.26153846153846155,0.030391340549542047,0.26153846153846155,"(np.float64(0.19361426783893437), np.float64(0.3431515807462589))"
G1,Transformer,5,eca9fec117,14438,136,136,0.6641949501098159,0.016938139823317044,0.009419587200443275,1.7981828144783196,0.06687734503452114,-6.167330260088218,0.6438689734534558,19,0.631578947368421,25,0.2924826129801294,0.03458799593082401,0.018130110202630643,0.375,0.039814200398142006,0.375,"(np.float64(0.29811996168499116), np.float64(0.4587478087066518))"
G3,XGBoost,123,13c93d0783,13066,123,123,0.5391356347311445,0.013935430573532557,0.009413745599265269,1.4803279339331414,0.08787071489511047,-8.423004636883649,0.5113504459158404,20,0.5375,24,0.37622169187062005,0.021788129226145755,0.011421819614021268,0.23577235772357724,0.05235602094240838,0.23577235772357724,"(np.float64(0.16947018225411903), np.float64(0.3180796436704988))"
G2,AthleteRate,0,681958af8d,12439,130,130,0.5118724885480919,0.010634498832030994,0.01045100088431546,1.0175579305510272,0.27649108132413414,-25.735353981883346,0.5,20,0.665,25,1.0,0.014794889038332213,0.007735583684950774,0.16923076923076924,0.02295709210166712,0.16923076923076924,"(np.float64(0.11449479772228963), np.float64(0.24295460515394615))"
G1,ProtoNet,2026,42bad05c86,14370,136,136,0.5749975204357421,0.012362348376583976,0.009464161447459986,1.3062275453787628,0.2601865816867136,-26.754445930985014,0.5072765816208525,21,0.8333333333333333,25,0.589149832725525,0.027548209366391185,0.014450867052023121,0.29411764705882354,0.027164685908319185,0.29411764705882354,"(np.float64(0.22404151668585542), np.float64(0.37550539925332144))"
G2,AthleteRate,1,0119652c6d,12460,130,130,0.5385953584128766,0.011786482618977044,0.01043338683788122,1.129689026403492,0.38689370335522855,-36.47324628849246,0.5,20,0.5800000000000001,25,1.0,0.024071384104586015,0.01236937513329068,0.4461538461538462,0.02686849574266793,0.4461538461538462,"(np.float64(0.3634686477864737), np.float64(0.5319300922166345))"
G1,GAT,42,f21a84eed0,14442,136,136,0.6545032524403582,0.020254312936157648,0.009416978257859022,2.150829319294035,0.06126704480114918,-5.56786904631993,0.6447076690543504,20,0.74,25,0.2637349328799555,0.03125,0.016364902506963788,0.34558823529411764,0.037991858887381276,0.34558823529411764,"(np.float64(0.2708948608823105), np.float64(0.4287653260720721))"
G1,Transformer,4,95d8cd7bb9,14439,136,136,0.6230387701469458,0.01321575808594836,0.009418934829281807,1.4031053750221203,0.05770539875982273,-5.184785360041388,0.6009932052401153,20,0.53,25,0.26316720049731673,0.02899527983816588,0.01519434628975265,0.3161764705882353,0.030949839914621132,0.3161764705882353,"(np.float64(0.24399293204164996), np.float64(0.3984596714754721))"
G1,XGBoost,6,37b44395f8,14373,136,136,0.5234579327270699,0.010654800474090786,0.009462186043275585,1.1260400530449035,0.09017847074920175,-8.621445496100192,0.5322922369064974,20,0.45999999999999996,25,0.37743971955358224,0.020654044750430294,0.010834236186348862,0.22058823529411764,0.026490066225165563,0.22058823529411764,"(np.float64(0.15911201250331417), np.float64(0.2974159448427116))"
G3,DANN,123,13c93d0783,13066,123,123,0.6009551573534742,0.013542686194145882,0.009413745599265269,1.438607624493578,0.07269429038109164,-6.7955281933652465,0.5945963062282396,20,0.5375000000000001,24,0.3294815719127655,0.027047332832456798,0.014178810555336747,0.2926829268292683,0.03731343283582089,0.2926829268292683,"(np.float64(0.21953047315444635), np.float64(0.37839323641717687))"
G1,XGBoost,4,95d8cd7bb9,14439,136,136,0.5620637998609916,0.012649316230338478,0.009418934829281807,1.3429667430136565,0.0970068066051251,-9.397056258338678,0.5637785588171668,20,0.5399999999999999,25,0.3940466272796341,0.023600809170600135,0.012367491166077738,0.25735294117647056,0.03333333333333333,0.25735294117647056,"(np.float64(0.1912535360043331), np.float64(0.3367839006382682))"
G3,AthleteRate,42,9ba78979da,13021,123,123,0.5213305901085061,0.011002315773625381,0.009446279087627678,1.164724826734765,0.3055112462478037,-31.650391682828328,0.5,20,0.6625,24,1.0,0.025467353020861554,0.013172645739910314,0.3821138211382114,0.025467353020861554,0.3821138211382114,"(np.float64(0.30104673808099086), np.float64(0.4703216457930694))"
G1,Transformer,6,37b44395f8,14373,136,136,0.6376694528341643,0.01410667709315201,0.009462186043275585,1.4908475724990724,0.0524765297307682,-4.598898123181322,0.6300666855644266,20,0.59,25,0.2454078408543854,0.02685025817555938,0.014084507042253521,0.2867647058823529,0.029062870699881376,0.2867647058823529,"(np.float64(0.21743611719676445), np.float64(0.3678089028830972))"
G2,AthleteRate,3,f08c78fc1b,12493,130,130,0.5643234465122356,0.012878115269973345,0.01040582726326743,1.2375868774444385,0.29868464159272873,-28.00541944146775,0.5,19,0.5307017543859649,25,1.0,0.027176927343316695,0.014096662830840045,0.3769230769230769,0.028045574057843997,0.3769230769230769,"(np.float64(0.2982769881529427), np.float64(0.46263441756844736))"
G2,AthleteRate,2,bd4cc493ce,12446,130,130,0.5771897719039648,0.014409916314408995,0.010445122931062189,1.379583218839495,0.26682244147845163,-24.81480890352232,0.5,21,0.5595238095238095,25,1.0,0.034777110338286434,0.01813386086383119,0.4230769230769231,0.034777110338286434,0.4230769230769231,"(np.float64(0.3415549902470108), np.float64(0.5090146383288581))"
G1,AthleteRate,2026,42bad05c86,14370,136,136,0.5549295803750754,0.01082283243229624,0.009464161447459986,1.1435595739124778,0.3169238428314181,-32.806684430389886,0.5,21,0.75,25,1.0,0.018995929443690638,0.00979934671021932,0.3088235294117647,0.026153846153846153,0.3088235294117647,"(np.float64(0.23732037486900903), np.float64(0.3908303327887981))"
G1,ours,42,f21a84eed0,14442,136,136,0.6443095657108083,0.018685957585961227,0.009416978257859022,1.9842838195327357,0.22789855729002317,-23.430880989677448,0.6393768159227813,20,0.7,25,0.5743179321289062,0.034574468085106384,0.018105849582172703,0.38235294117647056,0.03934426229508197,0.38235294117647056,"(np.float64(0.3049747038923803), np.float64(0.46619496235857777))"
G1,XGBoost,5,eca9fec117,14438,136,136,0.5554804655046189,0.012033073117936869,0.009419587200443275,1.277452277035092,0.09383087148354126,-9.055974024795546,0.5446122876396493,19,0.6403508771929824,25,0.3819571315513443,0.02034587995930824,0.01066477070742979,0.22058823529411764,0.02891566265060241,0.22058823529411764,"(np.float64(0.15911201250331417), np.float64(0.2974159448427116))"
G1,ours,5,eca9fec117,14438,136,136,0.6648262892067749,0.03283037234503032,0.009419587200443275,3.4853302640996158,0.21596536394162932,-22.14528316443787,0.648270661766875,19,0.7456140350877193,25,0.5152004957199097,0.0339097999321804,0.017774617845716316,0.36764705882352944,0.06753246753246753,0.36764705882352944,"(np.float64(0.2912843697911778), np.float64(0.45128150474115014))"
G3,ProtoNet,42,9ba78979da,13021,123,123,0.6439906231129299,0.018180030220676508,0.009446279087627678,1.9245705162880393,0.24509231843904022,-25.193340814027984,0.5642717853580184,20,0.6124999999999999,24,0.5510404928057802,0.036778227289444645,0.01926040061633282,0.4065040650406504,0.052980132450331126,0.4065040650406504,"(np.float64(0.32380845131879504), np.float64(0.494863025546839))"
G3,AthleteRate,5,cb7a3ad561,13004,123,123,0.5048170779044954,0.009556667299862261,0.00945862811442633,1.010365053393568,0.3988902661097374,-41.57480510619429,0.5,20,0.5499999999999999,24,1.0,0.0187207488299532,0.00959040959040959,0.3902439024390244,0.01995381062355658,0.3902439024390244,"(np.float64(0.308610087268568), np.float64(0.47852599426935016))"
G3,GAT,1,ca1df6c450,13076,123,123,0.6317951267214363,0.014231538482685145,0.009406546344447844,1.5129398146308208,0.06834663576944464,-6.334854258883912,0.6225952660907432,21,0.5238095238095238,24,0.2894608835572178,0.026617375231053605,0.013942680092951201,0.2926829268292683,0.038461538461538464,0.2926829268292683,"(np.float64(0.21953047315444635), np.float64(0.37839323641717687))"
