target,method,seed,split_id,n_te,n_pos,n_events,auc,ap,prevalence,lift,brier,brier_skill,auc_within_athlete,n_athletes_with_both,auc_between_athlete,n_athletes_test,thr_calibrated,f1_calibrated,precision_calibrated,recall_calibrated,f1_oracle,event_detection_rate,event_detection_ci
TeamA-2020,Transformer,123,212169e9ea,8385,331,19,0.7409153620913816,0.08837111196818054,0.0394752534287418,2.238645842456779,0.04513106544681442,-0.1902607189703467,0.6616166352915016,10,0.8705882352941177,27,0.06746890806790554,0.1492079713847726,0.0897908979089791,0.44108761329305135,0.15377969762419005,0.631578947368421,"(np.float64(0.4103915749815672), np.float64(0.8085072762372616))"
TeamA-2020,ProtoNet,3,aadbd4839a,8442,322,19,0.8129268274026252,0.17237365570766125,0.03814262023217247,4.519187582248684,0.16251525735850023,-3.429685923003518,0.6059613978617949,8,0.7960526315789473,27,0.6012715578079225,0.1899552461461959,0.11308466548253404,0.593167701863354,0.2649350649350649,0.6842105263157895,"(np.float64(0.4601001017506463), np.float64(0.846358289955714))"
TeamA-2021,ProtoNet,5,c8c09845d4,9466,42,6,0.8077022192578219,0.013543742331857716,0.004436932178322417,3.052501545556313,0.10484400737078707,-22.73515349898063,0.5331432979107188,4,0.7717391304347827,27,0.4289405226707457,0.03211303789338472,0.0165016501650165,0.5952380952380952,0.0374331550802139,0.6666666666666666,"(np.float64(0.29998832134152864), np.float64(0.9032306674407831))"
TeamA-2021,XGBoost,2026,901a6de8d2,9372,48,6,0.6698797011297011,0.009559974892204753,0.005121638924455826,1.866585097702978,0.04138932707830298,-7.122868511585828,0.5277620941595732,4,0.7934782608695652,27,0.11048027087106611,0.028081123244929798,0.0144,0.5625,0.030124426981008513,0.8333333333333334,"(np.float64(0.43649056343635395), np.float64(0.9699474141282697))"
TeamA-2021,Transformer,5,c8c09845d4,9466,42,6,0.7593378607809848,0.024666230382473328,0.004436932178322417,5.559298495249823,0.02703972975854784,-5.121400282997113,0.5517018623565231,4,0.8695652173913044,27,0.13351137638092042,0.028259473346178548,0.014521452145214522,0.5238095238095238,0.08333333333333333,0.6666666666666666,"(np.float64(0.29998832134152864), np.float64(0.9032306674407831))"
TeamB-2020,AthleteRate,3,9f439cd354,7841,16,2,0.5789776357827476,0.0025384737426622245,0.0020405560515240405,1.2440107885134064,0.06584578306480955,-31.334529483007984,0.5,2,0.5952380952380952,23,0.18446601941747573,0.00506409241968666,0.0025384737426622245,1.0,0.00506409241968666,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamB-2020,XGBoost,42,9f439cd354,7854,16,2,0.8368126435315131,0.011553664853899078,0.002037178507766743,5.67140523515771,0.011344294014162341,-4.579997775744075,0.6842454042882108,2,0.7619047619047619,23,0.041698246393131855,0.015574302401038288,0.007868852459016393,0.75,0.05194805194805195,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamB-2020,GAT,2,2460ca9502,8000,28,2,0.6014443409074618,0.06347769244874443,0.0035,18.136483556784125,0.04292912583520412,-11.308544429848494,0.8085405186305129,2,0.47619047619047616,23,0.23080936968326568,0.014742014742014743,0.0075,0.42857142857142855,0.23529411764705882,1.0,"(np.float64(0.34237195288961925), 1.0)"
TeamB-2020,ProtoNet,6,39b560e891,7963,26,2,0.5181138000213217,0.0032226738671053802,0.003265101092553058,0.987005846298467,0.06244263359179526,-18.186904540341455,0.5346654401290792,2,0.7619047619047619,23,0.15218907507026896,0.004189944134078212,0.0021337126600284497,0.11538461538461539,0.005405405405405406,0.5,"(np.float64(0.09452865480086614), np.float64(0.9054713451991339))"
TeamB-2020,ProtoNet,2,2460ca9502,8000,28,2,0.9706875851193463,0.18889150325376058,0.0035,53.96900092964588,0.0533442446424433,-14.294744360244643,0.8566399178387412,2,0.9523809523809523,23,0.20215727388858828,0.0343980343980344,0.0175,1.0,0.3291139240506329,1.0,"(np.float64(0.34237195288961925), 1.0)"
